page,image_path,ground_truth,prediction,cer,cer_norm,gt_words,pred_words,gt_lemmas,pred_lemmas,gt_word_count,pred_word_count,gt_coverage,pred_coverage,coverage_delta,lost_word_count,gained_word_count,lost_lemmas,gained_lemmas,lost_words,gained_words
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000365_result/eSc_line_9af11af8.png,कुर्णेस्.कुर्णेस्.कुर्णेस्,कुर्णेस्.कुर्णेस्.कुर्णेस्,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000095_result/eSc_line_97269a3e.png,गरिष्ठराजभारासामर्थश्री३लेफटैनभव़ा,गरिष्टराजभारासामर्थश्मी३लेफ्टैनभव़ा,0.1176470592617988,0.0882352963089943,सामर्थ,सामर्थ,सामर्थ,सामर्थ,1,1,0.17647058823529413,0.17142857142857143,0.005042016806722699,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000394_result/eSc_line_efd83da7.png,ल्छ.भन्न्याकुरासुनाया.भन्न्यासुनियो.दिनन्.ञाँहाँकाव,ल्छ.भन्न्याकुरासुनाय़ा.भन्न्यासुनिय़ो.दिनन्.ञाँहाँकाव,0.0377358496189117,0.039215687662363,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0160/eSc_line_734442c4.png,श्रीपशुपतीज्यू,श्रीपशुपतीज्यू,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0014_0242/eSc_line_e563be9d.png,मद्वहादूर्साहदेवेषुसदासमरविजयिषु.पूर्वक,मद्धहादूर्साहदेवेषुसदासमरविजयिषु,0.2249999940395355,0.2051282078027725,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000395_result/eSc_line_51d18f41.png,नाकारजीडन्ट.जर्नैलअष्तर्लोनीसाहव.मोकाम्.मेरट्मा,नाकारजीडन्ट.जर्नैलअष्तर्लोनीसाहव.मोकाम्.मेरट्मा,0.0,0.0,साहव|मोकाम्,साहव|मोकाम्,साहेब|मुकाम,साहेब|मुकाम,2,2,0.2127659574468085,0.2127659574468085,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000671/eSc_line_50dfb31e.png,उथापाज्यूःकाचरनतलश्रीसुव्वाजये़न्तषत्रिकस्यसलाम:सतम्पू,उप्यापाज्यू:काचरनतलश्रीसुघाजयन्तषत्रिकस्यसलाम्:सतस्पू,0.2181818187236786,0.2037037014961242,सलाम,,सलाम,,1,0,0.07407407407407407,0.0,0.07407407407407407,1,0,सलाम,,सलाम,
,data/oldNepali_fullset/oldNepali/images/14/eSc_line_3edad467.png,लोकेश्वरले.विचारगरी.अढाईपठायेर.षुसिभै.आफैआफ.प्रत्यक्षभैदर्शनदी.उद्धारगरी.तहीविराजमानभै,लोकेश्वरले.विचारगरी.अढाईपठायेरषुसिभै.आफैआफ.प्रत्यक्षभैदर्शनदी.उक्दारगरी.तहीविराजमानभ,0.0465116277337074,0.0465116277337074,विचार|दर्शन|उद्धार,विचार|दर्शन,बिचार|दर्शन|उद्धार,बिचार|दर्शन,3,2,0.18604651162790697,0.11904761904761904,0.06699889258028793,1,0,उद्धार,,उद्धार,
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_010/eSc_line_b66a90a7.png,रीलाईदर्वारभित्रराषदाभया.ताहापछि२/४दिनभयापछि१रात.त्योराक्षीले.राजकुलमारहन्या.सवैलाईदेहदी,रीलाईदर्वारभित्रराषदाभया.ताहापछि२।४दिनभयापछि१रात.त्योराक्षीले.राजकुलमारहन्या.सवैलाईदेहदी,0.0543478243052959,0.0113636367022991,दर्वार|रहन्या,दर्वार|रहन्या,दरबार|रहनु,दरबार|रहनु,2,2,0.13636363636363635,0.13636363636363635,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000201/eSc_line_55b1adc4.png,काचरणकामेहेर्लेहुन्याछआ,काचरणकामेहेर्लेहुन्याछआ,0.0,0.0,चरण,चरण,चरण,चरण,1,1,0.13043478260869565,0.13043478260869565,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0001_0367/eSc_line_5c9f9ac1.png,अमीन्लाइअभिन्तरवुझ्नभनिलाञाथ्याँउन्लेकुराकाप्रसंगमासोधपुछ,अमीन्लाइअभिन्तरवुझ्नभनिलाञाथ्याँउन्लेकुराकाप्रसंगमासोधपुछ,0.0338983051478862,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000394_result/eSc_line_a032d4ab.png,ल्लत्र.राजगीकोषेताव.येतावाटगै.वनारस्मा.अगस्त्यस्,ल्लत्र.राजगीकोषेताव.ये़तावाटगै.वनारस्मा.अगस्त्यस्,0.0199999995529651,0.020833333954215,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0003_0551/eSc_line_672f12f9.png,रोज४समत१९०४शुभः,रोज४समत१९०४शुभः,0.0625,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000054/eSc_line_726a8023.png,लेषि.अर्काहुलाक्माचह्राईपठाउन्याकाम्गरुला.औ.सुवेदारजसिवंतकँव,लेषि.अर्काहुलाक्माचर्हाईपठाउन्याकाम्गरुला.औ.सुवेदारजसिवंतकँव,0.0483870953321456,0.0333333350718021,चह्राई|पठाउन्या|सुवेदार|जसिवंत,चर्हाई|पठाउन्या|सुवेदार|जसिवंत,चड़ाइ|पठाउनु|सुबेदार|जसिवंत,चढाउनु|पठाउनु|सुबेदार|जसिवंत,4,4,0.45,0.45,0.0,1,1,चड़ाइ,चढाउनु,चह्राई,चर्हाई
,data/oldNepali_fullset/oldNepali_100/images/DNA 3_00000540/eSc_line_80ab9168.png,रमाक्याकुराविंतिगरीपठायाभन्या.जरूरीमुद्दाको.अंगरेजी,इमाक्याकराविंतिगरीपठायाभन्या.जरूरीमुद्दाको.श्रंगरेजी,0.0980392172932624,0.0980392172932624,पठाया|जरूरी|अंगरेजी,पठाया|जरूरी,पठाउनु|जरुरि|अङ्ग्रेजि,पठाउनु|जरुरि,3,2,0.3333333333333333,0.19230769230769232,0.141025641025641,1,0,अङ्ग्रेजि,,अंगरेजी,
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_021/eSc_line_8d9f821f.png,तपगरिरह्याकोथिया.तेस्तावेलामा.तिदानासुरदैत्यलेपानिथुनिदियोर.फेरतलाउभैग,तपगरिरह्याकोथिया.तेस्तावेलामा.तिदानासुरदैत्यलेपानिथुनिदियोर.फेरतलाउभैग,0.0,0.0,पगरि|रह्याको,पगरि|रह्याको,पगरि|रहनु,पगरि|रहनु,2,2,0.15714285714285714,0.15714285714285714,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0472/eSc_line_bd39e1c3.png,रनुहव़स्.हामिलाईआसिरवादवक्सदैरहनुहव़स्.योविर्तावक्सदासंकल्पवाक्यपह्र्न्यायदुनाथपुरोहित.पा,रनुहवस्.हामिलाई.आसिरवादवक्सदैरहनुहवस्योविर्तावक्सदासंकल्पवाक्यपूर्यदुनाथपुरोहिकपा,0.1460674107074737,0.1348314583301544,वक्सदै|रहनु|संकल्प|पुरोहित,वक्सदै|रहनु|संकल्प,बक्सनु|रहनु|सङ्कल्प|पुरोहित,बक्सनु|रहनु|सङ्कल्प,4,3,0.25842696629213485,0.19753086419753085,0.060896102094604,1,0,पुरोहित,,पुरोहित,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000264_result/eSc_line_8cf2b037.png,हजुरमोतारिफहोताहैउपाध्याजिनेभिउसिमोताविक्चरणका,हजुरमोतारिफहोताहैउपाध्याजिनेभिउसिमोताविक्चरणका,0.0,0.0,हजुर|तारिफ|उपाध्या,हजुर|तारिफ|उपाध्या,हजुर|ताड़िफ|उपाध्या,हजुर|ताड़िफ|उपाध्या,3,3,0.34782608695652173,0.34782608695652173,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/12/eSc_line_ecd1f49c.png,लाकाहातवाटवंगालाजीत्यापात्रोवनाउन्याहिक्मत्इनै,लाकाहातवाटवंगालाजील्यापात्रोवनाउन्याहिक्मत्इनै,0.020833333954215,0.0217391308397054,वंगाला|वनाउन्या|हिक्मत्,वंगाला|वनाउन्या|हिक्मत्,बङ्गाल|बनाउनु|हिक्मत,बङ्गाल|बनाउनु|हिक्मत,3,3,0.45652173913043476,0.45652173913043476,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/2/eSc_line_debf7e6b.png,पहिलाव़लीयम्काछोरीकाछोरा.इष्ट्युन्ले.जवर्दस्तिसँग,पहिलाव़लीयम्काछोरीकाछोरा.इष्युन्ले.जवर्दस्तिसँग,0.039215687662363,0.0408163256943225,पहिला,पहिला,पैलो,पैलो,1,1,0.10204081632653061,0.10638297872340426,-0.004342162396873642,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_005/eSc_line_4b28cc96.png,वाकिछदाभनि.भंछन्॥॥परंतु.इनिविष्णुर.व्रह्मा.दुव़ैले.शिवजीका.ज्योतीको.अंतपायेनर.इनिदुव़ै,वाकिछदाभनि.मंछन्॥॥परंतु.इनिविष्णुर.व्रह्मा.दुवैले.शिवजीका.ज्योतीको.अंतपायेनर.इनिदुव़ै,0.0229885056614875,0.0232558138668537,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000054/eSc_line_f1ce245b.png,ष्न्यामानिस्हरूर.सुन्दरीप्रसादैजस्तोरहेछभन्छन्.मेराचित्तमापनि.सुन्दरिप्रसा,ष्न्यामानिस्हरूर.सुन्दरीप्रसादैजस्तोरहेछभन्छन्.मेराचित्तमापनि.सुन्दरिप्रसा,0.0,0.0,मानिस्हरू|सुन्दरीप्रसादै|रहेछ|भन्छन्,मानिस्हरू|सुन्दरीप्रसादै|रहेछ|भन्छन्,मानिस|सुन्दरीप्रसाद|रहनु|भन्नु,मानिस|सुन्दरीप्रसाद|रहनु|भन्नु,4,4,0.44594594594594594,0.44594594594594594,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000395_result/eSc_line_b149c16f.png,फिर्यापछि.वाटमाभेटनँगरी.ये़तैआय़ीहुगलीका१०।८कोस,फिर्यापछि.वाटमाभेटनँगरी.ये़तैआय़ीहुगलीका१०।८कोस,0.020833333954215,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/14/eSc_line_7bf335d6.png,शीशालाइगर्मीगराउछन्.कपडाभन्यापश्मीनैलाउछन्,शीशालाइगर्मीगराउछन्.कपडाभन्यापश्मीनैलाउछन्,0.0,0.0,गराउछन्|कपडा|पश्मीनै|लाउछन्,गराउछन्|कपडा|पश्मीनै|लाउछन्,गराउनु|कपड़ा|पशमीन|लाउनु,गराउनु|कपड़ा|पशमीन|लाउनु,4,4,0.5714285714285714,0.5714285714285714,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000609/eSc_line_ce4453e3.png,तिगर्याँ.सर्अप्सर्माफमेहेरचाहिन्छशुभम्,तिगर्याँ.सर्अप्सर्मोक्कोमेहेरचाहिन्छशुभम्,0.2051282078027725,0.1315789520740509,मेहेर|शुभम्,मेहेर|शुभम्,मेहेर|शुभम्,मेहेर|शुभम्,2,2,0.2631578947368421,0.24390243902439024,0.019255455712451852,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_034/eSc_line_4901b95f.png,३४,३४,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_039/eSc_line_9da8b745.png,छोपीवस्यार.थुम्कोसिद्धभैगयोर.जंवूकदोभनिनाउभयो॥॥३९इन्कापुत्रपटुकराजा,छोपीवस्यार.थुम्कोसिद्धभैगयोर.जंकूकदोभनिनाउभयो॥॥३९इन्कापुत्रपदुकराजा,0.0289855077862739,0.0298507455736398,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/12/eSc_line_80a69dad.png,आफ्नादर्वारमास्थापनागरी.अग्रमाचैत्यप्रतिष्ठागरी.अहोरात्रव्रतगरी.आफ्नुपरियारसवैउद्धारभैगया.तस्दिनदे,आफ्नादर्वारमास्थापनागरी.अग्रमाचैत्यष्ठागरी.अहोरात्रव्रतगरी.आफुपरियारसवैउद्धारभैगया.तस्दिनदे,0.0808080807328224,0.0714285746216774,दर्वार|उद्धार,दर्वार|उद्धार,दरबार|उद्धार,दरबार|उद्धार,2,2,0.12244897959183673,0.13186813186813187,-0.00941915227629514,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000115_result/eSc_line_32a99885.png,पायासुन्याकोषैषवरविंतिगरिपठायाकोचिठिलेमालुम्हुदोहो.ञाँहाँ,पायासुन्याकोषैषवरविंतिगरिपठायाकोचिठिलेमालुम्हुदोहो.ञाँहाँ,0.0,0.0,सुन्याको|षैषवर|पठायाको,सुन्याको|षैषवर|पठायाको,सुन्नु|खैखबर|पठाउनु,सुन्नु|खैखबर|पठाउनु,3,3,0.3508771929824561,0.3508771929824561,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000030_result/eSc_line_85ee1c09.png,जादर्सन्सिंकोमाम्मलापनिविग्रन्या.अरुअरुमिरउमराव़हरुलाइप,जादर्सन्सिंकीमाम्लापनिविग्रन्या.अरूअरुमिरउमराव़हरूलाइ५,0.0877192988991737,0.0909090936183929,विग्रन्या|उमरा,विग्रन्या|उमरा,बिग्रनु|उमराउ,बिग्रनु|उमराउ,2,2,0.23636363636363636,0.24074074074074073,-0.004377104377104368,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0014_0135/eSc_line_ec5ec167.png,ऊनुऔविराव़माफिककाषतमादंडसासनागर्नुजियनमासनु.भ,ऊनुऔविराव़माफिककायतमाडंडसासनागर्नुजियनमासनु.भ,0.0444444455206394,0.0444444455206394,माफिक|सासना,माफिक|सासना,माफिक|शासना,माफिक|शासना,2,2,0.2222222222222222,0.2222222222222222,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_14_00000283/eSc_line_e17855a3.png,श्रीदुर्ग्गा\,श्रीदुर्ग्गा\,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_1_00000285/eSc_line_ed27ee23.png,इत्तिलोहकेअरज़रषताहूँ।औरअरज़रषताहूँ,इत्तिलाहकेअरज़रषताहूँ।औरअरज़रषताहूं,0.0571428574621677,0.0571428574621677,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000551/eSc_line_b50cfd85.png,ताहाँपाव़कुसलआनन्दमंगलचरणारधीरहुनुभयाहाम्रोसववातकोप्रतिपालउद्धार,ताहाँयाव़कुसलआनच्दमंगलचरणरधीरहनुभयाहाम्रोसववातकोप्रतिपालउद्धार,0.0909090936183929,0.0625,कुसल|आनन्द|मंगल|प्रतिपाल|उद्धार,कुसल|मंगल|चरण|रहनु|प्रतिपाल|उद्धार,कुशल|आनन्द|मङ्गल|प्रतिपाल|उद्धार,कुशल|मङ्गल|चरण|रहनु|प्रतिपाल|उद्धार,5,6,0.421875,0.46774193548387094,-0.04586693548387094,1,2,आनन्द,चरण|रहनु,आनन्द,चरण|रहनु
,data/oldNepali_fullset/oldNepali_100/images/E3345_00000300/eSc_line_e59912d1.png,हरूलेपनिपाउन्याहौंभनितिमिहरूलेहाम्राहजुरमाविन्तिपार्दाजाहेरभयो.अवप्रान्ततिमि,हरूलेपनिपाउन्याहौँभवितिमिहरूलेहाम्राहजुरमाविन्तिपार्दाजाहेरभयो.अवप्रान्ततिमि,0.0263157896697521,0.0263157896697521,पाउन्या|तिमिहरू|हजुर|जाहेर|अवप्रान्त,पाउन्या|तिमिहरू|हजुर|जाहेर|अवप्रान्त,पाउनु|तिमी|हजुर|जाहेर|अबप्रान्त,पाउनु|तिमी|हजुर|जाहेर|अबप्रान्त,5,5,0.42105263157894735,0.42105263157894735,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_031/eSc_line_ee3eabb9.png,गणेश.मणिमहाकाल.मनोहरा.एतिप्रत्यक्ष.प्रसिद्धनामभैगयाकाहुन्.यस्तोउत्तमजग्गामा.वश्न,गणेश.मणिमहाकाल.मनोहरा.एतिप्रत्यक्ष.प्रसिद्धनामभैगयाकाहुन.यस्तोउत्तमजग्गामा.वस्,0.0375000014901161,0.0375000014901161,प्रसिद्ध|गयाका,प्रसिद्ध|गयाका,प्रसिद्ध|जानु,प्रसिद्ध|जानु,2,2,0.1625,0.16666666666666666,-0.004166666666666652,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000110_result/eSc_line_2276d718.png,विस्तारउनैकाअर्जिवाटजाहेरहोला.मलाईलेष्याकाचिठिकोनकलपनिचर्हाइपठायाको,विस्तारउनैकाअर्जिवाटजाहेरहोला.मलाईलेष्याकाचिठिकोनकलपनिचर्हाइपठायाको,0.0,0.0,विस्तार|जाहेर|लेष्याका|नकल|चर्हाइ|पठायाको,विस्तार|जाहेर|लेष्याका|नकल|चर्हाइ|पठायाको,बिस्तार|जाहेर|लेख्नु|नकल|चढाउनु|पठाउनु,बिस्तार|जाहेर|लेख्नु|नकल|चढाउनु|पठाउनु,6,6,0.5373134328358209,0.5373134328358209,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000095_result/eSc_line_2f2f73d9.png,रिफ्गर्छन्नैपाल्जान्छौंभन्यारहामिले,र्क्गर्छनैपाल्जान्छौंभन्यारहाकिले,0.1842105239629745,0.1428571492433548,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_009/eSc_line_fa0e686a.png,डोधर्म्मात्माथियो१दिन्५सयवनीयासाथली.उत्तरापंथमासिंहलद्वीपमावेपारगर्नगयोर.वाटमा१सुन्का,डोधर्म्मात्माथियो१दिन्५सयवनीयासाथली.उत्तरापंथमासिहलद्वीपमावेपारगर्नगयोर.वाटमा१सुन्का,0.0108695654198527,0.0117647061124444,उत्तरा|वेपार,उत्तरा|वेपार,उत्तरा|व्यापार,उत्तरा|व्यापार,2,2,0.12941176470588237,0.13095238095238096,-0.001540616246498594,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000671/eSc_line_0e0dbcfc.png,पुरानाप्रजाप्रानीकोय़ोजहजातहुदा:जाउरवीन्तीगरीसरनपरी:,पुरानाय्रजाप्रानीकोय़ोजदजातहुदा:जाउरवीन्तीगरीसरनपरी:,0.0384615398943424,0.0384615398943424,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/3/eSc_line_7dfdb842.png,लाइछोड्छुभन्दा.इन्लेयोषवर.आँफ्नाशहर्मापठाया,लाइछोडछुभन्दा.इन्लेयोषवर.आफ्नाशहर्मागठाया,0.0681818202137947,0.0697674453258514,षवर|पठाया,षवर,खबर|पठाउनु,खबर,2,1,0.18604651162790697,0.07317073170731707,0.1128757799205899,1,0,पठाउनु,,पठाया,
,data/oldNepali_fullset/oldNepali_100/images/DNA 3_00000158/eSc_line_b3827997.png,जाहै।सोसर्कारमेपहोँचताहै।सं१८९३द्वि.आषाढवदी१०,जाहैसोसर्कारमेपहोँचतांहै।सं१८९३दि०आषाढव्दी२,0.2000000029802322,0.1777777820825576,सर्कार|आषाढ,सर्कार|आषाढ,सर्कार|आषाढ़,सर्कार|आषाढ़,2,2,0.2222222222222222,0.23255813953488372,-0.010335917312661508,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_0003_0551/eSc_line_71a89885.png,हरतशरीफनलेजायँगेऔरइनदिनौँमैख़र्चवगैरनिहायतदि,हरतशरीफनलेजायंगेऔरइनदिनौंमैखर्चवगेरनिहायतदि,0.0909090936183929,0.0909090936183929,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000551/eSc_line_bd95867d.png,दुषहुनजाँछतस्अर्थचारवर्णछत्तिसैजात्माडाँकारचोरिकाकुरामासावीत्,दुषहुनजाँछतस्अर्थचारवर्णछत्तिसैजात्माडाँकारचोरिकाकुरामासावीत्,0.0,0.0,छत्तिसै,छत्तिसै,छत्तिस,छत्तिस,1,1,0.11475409836065574,0.11475409836065574,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000051_result/eSc_line_e1c9b113.png,लाकिल्लाभित्रपसिफयेरवोलेछभरतपुरलेपनिफयेरवोलि,लाकिल्लाभित्रपसिफयेरवोलेछभरतपुरलेपनिफयेरवोलि,0.0,0.0,फयेर|वोलेछ|भरतपुर|फयेर,फयेर|वोलेछ|भरतपुर|फयेर,फएर|बोल्नु|भरतपुर|फएर,फएर|बोल्नु|भरतपुर|फएर,4,4,0.4318181818181818,0.4318181818181818,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000506/eSc_line_bfac0b4b.png,तीवाँदछुटी.पानीसवमोगलानातर्फगयोधेरैषर्चलगाईपक्कावादगराउनलाई.दुनीञाँहरुको,तीवाँदुटी.पानीसवमोगलानातर्फगयोधेरैषर्चलगाईपक्कावादगराउनलाई.दुनीञाँहरूको,0.0277777779847383,0.0277777779847383,लगाई,लगाई,लगाउनु,लगाउनु,1,1,0.05555555555555555,0.056338028169014086,-0.0007824726134585333,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_1_00000285/eSc_line_98a1ddda.png,आयाथा।सोहज़ूरकेचरणोमेअरज़कियाग,आयाथा।सोहजूरकेचरणोमेअरज़कियाग,0.0333333350718021,0.0333333350718021,,हजूर,,हजुर,0,1,0.0,0.13793103448275862,-0.13793103448275862,0,1,,हजुर,,हजूर
,data/oldNepali_fullset/oldNepali/images/DNA_0003_0551/eSc_line_d19e2751.png,छावनीमेँनजानेपावेँअगरजातेदेखोफौरनउनकोगिरफ्तारकरोज,मेँनजानेपावेँअगरजातेदेखोफौरनउनकोगिरस्तारकरोज,0.1428571492433548,0.122448980808258,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000048/eSc_line_1ccf156e.png,नं,३,1.0,1.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/16/eSc_line_51315b16.png,समर्थभै.मालाछाडीगयोर.एकाठाउमाएकजनापुरूषले.सुईकारासराषी.१/१सुईली.सुईले.केरीरूषढालनु,समर्थभै.मालाछाडीगयोर.एकाठाउमाएकजनापुरूषले.सुईकारासराषी११सुईली.सुईले.केरीरुषढालनु,0.0365853644907474,0.0365853644907474,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_010/eSc_line_6f8149fa.png,ताहापछि.प्रजादुनियाहरूसवैमिलि.त्योसिंहलसार्थवाहलाईराजाथाप्या.तस्पछि.केहीकालसम्मरजाईगरीस,ताहापछि.प्रजादुनियाहरूसवैमिलि.त्योसिंहलसार्थवाहलाईराजाथाप्या.तस्पछि.केहीकालसम्मरजाईगरीस,0.0114942528307437,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_025/eSc_line_c7c9393f.png,२५,२५,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_1_00000404/eSc_line_6aaf0361.png,मचित्पुरशुभम्,मनिन्पुर्शुभम्,0.2857142984867096,0.2307692319154739,चित्पुर|शुभम्,,चितपुर|शुभम्,,2,0,0.9230769230769231,0.0,0.9230769230769231,2,0,चितपुर|शुभम्,,चित्पुर|शुभम्,
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_024/eSc_line_5edd8b1a.png,शत्३२लक्षणयुक्तनरवलिंधारोपरिदद्यात्धारावन्धनप्रकाशोजायते॥राजाइतिवाक्यश्रुतं॥,शत्३२लक्षणयुक्तनरवलिधारोपरिदयात्धारावन्धनप्रकाशोजायते॥राजाइतिवाक्यश्रतं॥,0.0519480518996715,0.0526315793395042,लक्षण,लक्षण,लक्षण,लक्षण,1,1,0.06578947368421052,0.06944444444444445,-0.003654970760233925,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000327_result/eSc_line_739e5894.png,उपाध्यायस्यशुभाशीर्वादपूर्वकंपत्रंकृपालेञाहाआनन्दछताँहाँकोआनन्दमंगलसर्वदाचाहियेआ,उपाध्यापस्यशुभाएर्वादपूर्वकंपत्रकृपालेञाहाआनन्दछुताँहाँकोआनन्दमंगलसर्वदाचाहिपोआ,0.0874999985098838,0.0874999985098838,उपाध्या|आनन्द|आनन्द|मंगल|सर्वदा,उपाध्या|आनन्द|आनन्द|मंगल|सर्वदा,उपाध्या|आनन्द|आनन्द|मङ्गल|सर्वदा,उपाध्या|आनन्द|आनन्द|मङ्गल|सर्वदा,5,5,0.3375,0.34177215189873417,-0.0042721518987341445,0,0,,,,
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000095_result/eSc_line_b465f25c.png,पनिसल्लाहदिञौ.ईन्लाईनैपाल्पुग्न्या,पनिसल्लाहदिऔ:ईन्लाईनैपाल्पुग्न्या,0.0833333358168602,0.0882352963089943,सल्लाह,सल्लाह,सल्लाह,सल्लाह,1,1,0.17647058823529413,0.18181818181818182,-0.005347593582887694,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 3_00000158/eSc_line_9f2cede3.png,गरीबपर्वरमेरे।सबबइसकायेहै।बन्दाअपनेछोटेभा,गरीबपर्वरमेरे।सबबइसकायेहै।बन्दाअपनेछोटेमा,0.0243902429938316,0.0243902429938316,,,,,0,0,0.0,0.0,0.0,0,0,,,,
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000394_result/eSc_line_4b20a863.png,गौर्नरसाहवकानाम्मा.पठाय़ाकोरहेछ.दाषीलहुँदा.वदरी,गौर्नरसाहवकानाम्मा.पठायाकोरहेछ.दाषीलहुँदा.वदरी,0.020833333954215,0.0212765950709581,साहव|रहेछ|दाषील,साहव|पठायाको|रहेछ|दाषील,साहेब|रहनु|दाखिल,साहेब|पठाउनु|रहनु|दाखिल,3,4,0.2765957446808511,0.43478260869565216,-0.1581868640148011,0,1,,पठाउनु,,पठायाको
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000110_result/eSc_line_fb91a361.png,व़रमार्फत्पठाञाँथ्युं.ढेरञहांपनिनहुदा.थोरैगयो.काजिरेव़न्तकव़रलाइपनिरात,व़रमार्फत्पठाञाँथ्युं.ढेरञहांपनिनहुदा.थोरैगयो.काजिरेव़न्तकव़रलाइपनिरात,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,
