page,image_path,ground_truth,prediction,cer,cer_norm,gt_words,pred_words,gt_lemmas,pred_lemmas,gt_word_count,pred_word_count,gt_coverage,pred_coverage,coverage_delta,lost_word_count,gained_word_count,lost_lemmas,gained_lemmas,lost_words,gained_words,gt_spans,pred_spans,dict_matches_gt,dict_matches_pred,dict_coverage_gt,dict_coverage_pred,gt_unmatched_text,pred_unmatched_text
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000036_result/eSc_line_4f6a9653.png,नरभय़ाको१७फएरतोपको सलामिकिल्लावाट भय़ो.मेगनाटन् साहवसिकृट,नरभय़ाको१७ फूइरनोपकोसलामिकिल्लावाटभय़ो.येगनाउन्साहवसिकृट,0.1551724076271057,0.1578947305679321,फएर|सलामि|मेगनाटन्|साहव,सलामि,फएर|सलामी|मेगनाटन|साहेब,सलामी,4,1,0.3508771929824561,0.0892857142857142,0.2615914786967418,3,0,फएर|मेगनाटन|साहेब,,फएर|मेगनाटन्|साहव,,10-13|19-24|39-47|48-52,20-25,,,0.0,0.0,नरभय़ाको१७--तोपको --किल्लावाट भय़ो.-- --सिकृट,नरभय़ाको१७ फूइरनोपको--किल्लावाटभय़ो.येगनाउन्साहवसिकृट
,data/oldNepali_fullset/oldNepali/images/DNA_1_00000285/eSc_line_b2edb7cb.png,कुसूरमाफ़होवे।सं१९०२जेष्टवदी१३रोज२,कुसूरमाफ़होवे।सं१९०२जेष्टवदी१३रोज२,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,कुसूरमाफ़होवे।सं१९०२जेष्टवदी१३रोज२,कुसूरमाफ़होवे।सं१९०२जेष्टवदी१३रोज२
,data/oldNepali_fullset/oldNepali_100/images/E3345_00000322/eSc_line_1da7e38e.png,आगे.जिल्लैचैनपूरकाअम्वलमध्ये.मैव़ापिलुव़ा.षोलाकोसुवा.दलकर्न.सुवायुनन्द,आगे.जिल्लैचैनपूरकाअम्वलमध्ये.मैव़ाषिलुवा.षोलाकोसुवा.दलकर्न.सुवायुनन्द,0.0285714287310838,0.0285714287310838,चैनपूर|अम्वल,चैनपूर|अम्वल,चैनपुर|अम्बल,चैनपुर|अम्बल,2,2,0.1571428571428571,0.1594202898550724,-0.0022774327122153,0,0,,,,,10-16|18-23,10-16|18-23,,,0.0,0.0,आगे.जिल्लै--का--मध्ये.मैव़ापिलुव़ा.षोलाकोसुवा.दलकर्न.सुवायुनन्द,आगे.जिल्लै--का--मध्ये.मैव़ाषिलुवा.षोलाकोसुवा.दलकर्न.सुवायुनन्द
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000030_result/eSc_line_ad678d10.png,फिरंगीलाइदिगादिमावस्याछन् मुन्नाय्यान्भंन्यागादिमावस्तारा,फिरंगीलाइदिगादिमावस्याछन् मुन्नाय्यान्भंन्यागादिमावस्तारा,0.0,0.0,फिरंगी|वस्याछन्,फिरंगी|वस्याछन्,फिरङ्गी|बस्नु,फिरङ्गी|बस्नु,2,2,0.2456140350877192,0.2456140350877192,0.0,0,0,,,,,0-6|17-25,0-6|17-25,,,0.0,0.0,--लाइदिगादिमा-- मुन्नाय्यान्भंन्यागादिमावस्तारा,--लाइदिगादिमा-- मुन्नाय्यान्भंन्यागादिमावस्तारा
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0522/eSc_line_fa275fac.png,धर्मानन्दषनालधंजुजैसीषनाल्पुण्यसिलजैसिषनाल्हरिजैसिषनाल्रामनरसिंमाहान्याभिमनारान्मा,धर्मानन्दषनालधंजुजेसीपनालपुण्यसिलजैसिषनाल्हीरैजैसिषनाल्रामनरसिमाहान्याभिमनारानमा,0.1046511605381965,0.085365854203701,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,नारान,0.0,0.0625,धर्मानन्दषनालधंजुजैसीषनाल्पुण्यसिलजैसिषनाल्हरिजैसिषनाल्रामनरसिंमाहान्याभिमनारान्मा,धर्मानन्दषनालधंजुजेसीपनालपुण्यसिलजैसिषनाल्हीरैजैसिषनाल्रामनरसिमाहान्याभिम--मा
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000365_result/eSc_line_9af11af8.png,कुर्णेस्.कुर्णेस्.कुर्णेस्,कुर्णेस्.कुर्णेस्.कुर्णेस्,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,कुर्णेस्.कुर्णेस्.कुर्णेस्,कुर्णेस्.कुर्णेस्.कुर्णेस्
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000095_result/eSc_line_97269a3e.png,गरिष्ठराजभारासामर्थश्री३लेफटैनभव़ा,गरिष्टराजभारासामर्थश्मी३लेफ्टैनभव़ा,0.1176470592617988,0.0882352963089943,सामर्थ,सामर्थ,सामर्थ,सामर्थ,1,1,0.1764705882352941,0.1714285714285714,0.0050420168067226,0,0,,,,,13-19,13-19,गरिष्ठ|राजभारा,राजभारा,0.3823529411764705,0.2,------श्री३लेफटैनभव़ा,गरिष्ट----श्मी३लेफ्टैनभव़ा
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000394_result/eSc_line_efd83da7.png,ल्छ.भन्न्याकुरासुनाया.भन्न्यासुनियो.दिनन्.ञाँहाँकाव,ल्छ.भन्न्याकुरासुनाय़ा.भन्न्यासुनिय़ो.दिनन्.ञाँहाँकाव,0.0377358496189117,0.039215687662363,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,ल्छ.भन्न्याकुरासुनाया.भन्न्यासुनियो.दिनन्.ञाँहाँकाव,ल्छ.भन्न्याकुरासुनाय़ा.भन्न्यासुनिय़ो.दिनन्.ञाँहाँकाव
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0160/eSc_line_734442c4.png,श्रीपशुपतीज्यू,श्रीपशुपतीज्यू,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,श्रीपशुपतीज्यू,श्रीपशुपतीज्यू
,data/oldNepali_fullset/oldNepali/images/DNA_0014_0242/eSc_line_e563be9d.png,मद्वहादूर्साहदेवेषुसदासमरविजयिषु. पूर्वक,मद्धहादूर्साहदेवेषुसदासमरविजयिषु,0.2249999940395355,0.2249999940395355,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,समर|पूर्वक,समर,0.225,0.09375,मद्वहादूर्साहदेवेषुसदा--विजयिषु. --,मद्धहादूर्साहदेवेषुसदा--विजयिषु
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000395_result/eSc_line_51d18f41.png,नाकारजीडन्ट.जर्नैलअष्तर्लोनीसाहव.मोकाम्.मेरट्मा,नाकारजीडन्ट.जर्नैलअष्तर्लोनीसाहव.मोकाम्.मेरट्मा,0.0,0.0,साहव|मोकाम्,साहव|मोकाम्,साहेब|मुकाम,साहेब|मुकाम,2,2,0.2127659574468085,0.2127659574468085,0.0,0,0,,,,,28-32|33-39,28-32|33-39,,,0.0,0.0,नाकारजीडन्ट.जर्नैलअष्तर्लोनी--.--.मेरट्मा,नाकारजीडन्ट.जर्नैलअष्तर्लोनी--.--.मेरट्मा
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000671/eSc_line_50dfb31e.png,उथापाज्यूःकाचरनतलश्रीसुव्वाजये़न्तषत्रिकस्यसलाम:सतम्पू,उप्यापाज्यू:काचरनतलश्रीसुघाजयन्तषत्रिकस्यसलाम्:सतस्पू,0.2181818187236786,0.2037037014961242,सलाम,,सलाम,,1,0,0.074074074074074,0.0,0.074074074074074,1,0,सलाम,,सलाम,,43-47,,चरन,चरन|जयन्त,0.0555555555555555,0.1509433962264151,उथापाज्यूःका--तलश्रीसुव्वाजये़न्तषत्रिकस्य--:सतम्पू,उप्यापाज्यू:का--तलश्रीसुघा--षत्रिकस्यसलाम्:सतस्पू
,data/oldNepali_fullset/oldNepali/images/14/eSc_line_3edad467.png,लोकेश्वरले.विचारगरी.अढाईपठायेर.षुसिभै.आफैआफ.प्रत्यक्षभैदर्शनदी.उद्धारगरी.तहीविराजमानभै,लोकेश्वरले.विचारगरी.अढाईपठायेरषुसिभै.आफैआफ.प्रत्यक्षभैदर्शनदी.उक्दारगरी.तहीविराजमानभ,0.0465116277337074,0.0465116277337074,विचार|दर्शन|उद्धार,विचार|दर्शन,बिचार|दर्शन|उद्धार,बिचार|दर्शन,3,2,0.1860465116279069,0.119047619047619,0.0669988925802879,1,0,उद्धार,,उद्धार,,11-16|55-60|63-69,11-16|54-59,लोकेश्वर|अढाई|प्रत्यक्ष|विराजमान,लोकेश्वर|अढाई|प्रत्यक्ष|विराजमान,0.3372093023255814,0.3452380952380952,--ले.--गरी.--पठायेर.षुसिभै.आफैआफ.--भै--दी.--गरी.तही--भै,--ले.--गरी.--पठायेरषुसिभै.आफैआफ.--भै--दी.उक्दारगरी.तही--भ
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_010/eSc_line_b66a90a7.png,रीलाईदर्वारभित्रराषदाभया.ताहापछि २/४ दिनभयापछि १ रात.त्योराक्षीले.राजकुलमारहन्या.सवैलाईदेहदी,रीलाईदर्वारभित्रराषदाभया.ताहापछि२।४दिनभयापछि१रात.त्योराक्षीले.राजकुलमारहन्या.सवैलाईदेहदी,0.0543478243052959,0.0543478243052959,दर्वार|रहन्या,दर्वार|रहन्या,दरबार|रहनु,दरबार|रहनु,2,2,0.1304347826086956,0.1363636363636363,-0.0059288537549407,0,0,,,,,5-11|74-80,5-11|70-76,राजकुल,राजकुल,0.0652173913043478,0.0681818181818181,रीलाई--भित्रराषदाभया.ताहापछि २/४ दिनभयापछि १ रात.त्योराक्षीले.--मा--.सवैलाईदेहदी,रीलाई--भित्रराषदाभया.ताहापछि२।४दिनभयापछि१रात.त्योराक्षीले.--मा--.सवैलाईदेहदी
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000201/eSc_line_55b1adc4.png,काचरणकामेहेर्लेहुन्याछआ,काचरणकामेहेर्लेहुन्याछआ,0.0,0.0,चरण,चरण,चरण,चरण,1,1,0.1304347826086956,0.1304347826086956,0.0,0,0,,,,,2-5,2-5,,,0.0,0.0,का--कामेहेर्लेहुन्याछआ,का--कामेहेर्लेहुन्याछआ
,data/oldNepali_fullset/oldNepali/images/DNA_0001_0367/eSc_line_5c9f9ac1.png,अमीन्लाइअभिन्तरवुझ्नभनिलाञाथ्याँउन्लेकुराकाप्रसंगमासोधपुछ,अमीन्लाइ अभिन्तरवुझ्नभनिलाञाथ्याँ उन्लेकुराकाप्रसंगमासोधपुछ,0.0338983051478862,0.0350877195596694,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,सोधपुछ,सोधपुछ,0.1052631578947368,0.1016949152542373,अमीन्लाइअभिन्तरवुझ्नभनिलाञाथ्याँउन्लेकुराकाप्रसंगमा--,अमीन्लाइ अभिन्तरवुझ्नभनिलाञाथ्याँ उन्लेकुराकाप्रसंगमा--
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000394_result/eSc_line_a032d4ab.png,ल्लत्र.राजगीकोषेताव.येतावाटगै.वनारस्मा.अगस्त्यस्,ल्लत्र.राजगीकोषेताव.ये़तावाटगै.वनारस्मा.अगस्त्यस्,0.0199999995529651,0.020833333954215,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,राजगी|अगस्त्य,राजगी|अगस्त्य,0.25,0.2448979591836734,ल्लत्र.--कोषेताव.येतावाटगै.वनारस्मा.--स्,ल्लत्र.--कोषेताव.ये़तावाटगै.वनारस्मा.--स्
,data/oldNepali_fullset/oldNepali/images/DNA_0003_0551/eSc_line_672f12f9.png,रोज४समत१९०४ शुभः,रोज४समत१९०४शुभः,0.0625,0.0625,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,रोज४समत१९०४ शुभः,रोज४समत१९०४शुभः
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000054/eSc_line_726a8023.png,लेषि.अर्काहुलाक्माचह्राईपठाउन्याकाम्गरुला.औ.सुवेदारजसिवंतकँव,लेषि.अर्काहुलाक्माचर्हाईपठाउन्याकाम्गरुला.औ.सुवेदारजसिवंतकँव,0.0483870953321456,0.0333333350718021,चह्राई|पठाउन्या|सुवेदार|जसिवंत,चर्हाई|पठाउन्या|सुवेदार|जसिवंत,चड़ाइ|पठाउनु|सुबेदार|जसिवंत,चढाउनु|पठाउनु|सुबेदार|जसिवंत,4,4,0.45,0.45,0.0,1,1,चड़ाइ,चढाउनु,चह्राई,चर्हाई,18-24|24-32|44-51|51-57,18-24|24-32|44-51|51-57,,,0.0,0.0,लेषि.अर्काहुलाक्मा----काम्गरुला.औ.----कँव,लेषि.अर्काहुलाक्मा----काम्गरुला.औ.----कँव
,data/oldNepali_fullset/oldNepali_100/images/DNA 3_00000540/eSc_line_80ab9168.png,रमाक्याकुराविंतिगरीपठायाभन्या.जरूरीमुद्दाको.अंगरेजी,इमाक्याकराविंतिगरीपठायाभन्या.जरूरीमुद्दाको.श्रंगरेजी,0.0980392172932624,0.0980392172932624,पठाया|जरूरी|अंगरेजी,पठाया|जरूरी,पठाउनु|जरुरि|अङ्ग्रेजि,पठाउनु|जरुरि,3,2,0.3333333333333333,0.1923076923076923,0.141025641025641,1,0,अङ्ग्रेजि,,अंगरेजी,,19-24|30-35|44-51,18-23|29-34,,,0.0,0.0,रमाक्याकुराविंतिगरी--भन्या.--मुद्दाको.--,इमाक्याकराविंतिगरी--भन्या.--मुद्दाको.श्रंगरेजी
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_021/eSc_line_8d9f821f.png,तपगरिरह्याकोथिया.तेस्तावेलामा.तिदानासुरदैत्यलेपानिथुनिदियोर.फेरतलाउभैग,तपगरिरह्याकोथिया.तेस्तावेलामा.तिदानासुरदैत्यलेपानिथुनिदियोर.फेरतलाउभैग,0.0,0.0,पगरि|रह्याको,पगरि|रह्याको,पगरि|रहनु,पगरि|रहनु,2,2,0.1571428571428571,0.1571428571428571,0.0,0,0,,,,,1-5|5-12,1-5|5-12,नासुर|तलाउ,नासुर|तलाउ,0.1285714285714285,0.1285714285714285,त----थिया.तेस्तावेलामा.तिदा--दैत्यलेपानिथुनिदियोर.फेर--भैग,त----थिया.तेस्तावेलामा.तिदा--दैत्यलेपानिथुनिदियोर.फेर--भैग
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0472/eSc_line_bd39e1c3.png,रनुहव़स्.हामिलाईआसिरवादवक्सदैरहनुहव़स्.योविर्तावक्सदासंकल्पवाक्यपह्र्न्यायदुनाथपुरोहित.पा,रनुहवस्.हामिलाई.आसिरवादवक्सदैरहनुहवस्योविर्तावक्सदासंकल्पवाक्यपूर्यदुनाथपुरोहिकपा,0.1460674107074737,0.1348314583301544,वक्सदै|रहनु|संकल्प|पुरोहित,वक्सदै|रहनु|संकल्प,बक्सनु|रहनु|सङ्कल्प|पुरोहित,बक्सनु|रहनु|सङ्कल्प,4,3,0.2584269662921348,0.1975308641975308,0.060896102094604,1,0,पुरोहित,,पुरोहित,,23-29|29-33|53-59|79-86,23-29|29-33|51-57,आसिर,हवस्|आसिर,0.0449438202247191,0.0987654320987654,रनुहव़स्.हामिलाई--वाद----हव़स्.योविर्तावक्सदा--वाक्यपह्र्न्यायदुनाथ--.पा,रनु--.हामिलाई.--वाद------योविर्तावक्सदा--वाक्यपूर्यदुनाथपुरोहिकपा
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000264_result/eSc_line_8cf2b037.png,हजुरमोतारिफहोताहैउपाध्याजिनेभिउसिमोताविक्चरणका,हजुरमोतारिफहोताहैउपाध्याजिनेभिउसिमोताविक्चरणका,0.0,0.0,हजुर|तारिफ|उपाध्या,हजुर|तारिफ|उपाध्या,हजुर|ताड़िफ|उपाध्या,हजुर|ताड़िफ|उपाध्या,3,3,0.3478260869565217,0.3478260869565217,0.0,0,0,,,,,0-4|6-11|17-24,0-4|6-11|17-24,,,0.0,0.0,--मो--होताहै--जिनेभिउसिमोताविक्चरणका,--मो--होताहै--जिनेभिउसिमोताविक्चरणका
,data/oldNepali_fullset/oldNepali_100/images/12/eSc_line_ecd1f49c.png,लाकाहातवाटवंगालाजीत्यापात्रोवनाउन्याहिक्मत्इनै,लाकाहातवाटवंगालाजील्यापात्रोवनाउन्याहिक्मत्इनै,0.020833333954215,0.0217391308397054,वंगाला|वनाउन्या|हिक्मत्,वंगाला|वनाउन्या|हिक्मत्,बङ्गाल|बनाउनु|हिक्मत,बङ्गाल|बनाउनु|हिक्मत,3,3,0.4565217391304347,0.4565217391304347,0.0,0,0,,,,,10-16|28-36|36-43,10-16|28-36|36-43,,,0.0,0.0,लाकाहातवाट--जीत्यापात्रो----इनै,लाकाहातवाट--जील्यापात्रो----इनै
,data/oldNepali_fullset/oldNepali_100/images/2/eSc_line_debf7e6b.png,पहिलाव़लीयम्काछोरीकाछोरा.इष्ट्युन्ले.जवर्दस्तिसँग,पहिलाव़लीयम्काछोरीकाछोरा.इष्युन्ले.जवर्दस्तिसँग,0.039215687662363,0.0408163256943225,पहिला,पहिला,पैलो,पैलो,1,1,0.1020408163265306,0.1063829787234042,-0.0043421623968736,0,0,,,,,0-5,0-5,,,0.0,0.0,--व़लीयम्काछोरीकाछोरा.इष्ट्युन्ले.जवर्दस्तिसँग,--व़लीयम्काछोरीकाछोरा.इष्युन्ले.जवर्दस्तिसँग
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_005/eSc_line_4b28cc96.png,वाकिछदाभनि.भंछन्॥ ॥परंतु.इनिविष्णुर.व्रह्मा.दुव़ैले.शिवजीका.ज्योतीको.अंतपायेनर.इनिदुव़ै,वाकिछदाभनि.मंछन्॥ ॥परंतु.इनिविष्णुर.व्रह्मा.दुवैले.शिवजीका.ज्योतीको.अंतपायेनर.इनिदुव़ै,0.0229885056614875,0.0229885056614875,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,शिवजी,शिवजी,0.057471264367816,0.0581395348837209,वाकिछदाभनि.भंछन्॥ ॥परंतु.इनिविष्णुर.व्रह्मा.दुव़ैले.--का.ज्योतीको.अंतपायेनर.इनिदुव़ै,वाकिछदाभनि.मंछन्॥ ॥परंतु.इनिविष्णुर.व्रह्मा.दुवैले.--का.ज्योतीको.अंतपायेनर.इनिदुव़ै
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000054/eSc_line_f1ce245b.png,ष्न्यामानिस्हरूर.सुन्दरीप्रसादैजस्तोरहेछभन्छन्.मेराचित्तमापनि.सुन्दरिप्रसा,ष्न्यामानिस्हरूर.सुन्दरीप्रसादैजस्तोरहेछभन्छन्.मेराचित्तमापनि.सुन्दरिप्रसा,0.0,0.0,मानिस्हरू|सुन्दरीप्रसादै|रहेछ|भन्छन्,मानिस्हरू|सुन्दरीप्रसादै|रहेछ|भन्छन्,मानिस|सुन्दरीप्रसाद|रहनु|भन्नु,मानिस|सुन्दरीप्रसाद|रहनु|भन्नु,4,4,0.4459459459459459,0.4459459459459459,0.0,0,0,,,,,6-15|17-31|36-40|40-46,6-15|17-31|36-40|40-46,,,0.0,0.0,ष्न्या--र.--जस्तो----.मेराचित्तमापनि.सुन्दरिप्रसा,ष्न्या--र.--जस्तो----.मेराचित्तमापनि.सुन्दरिप्रसा
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000395_result/eSc_line_b149c16f.png,फिर्यापछि.वाटमाभेटनँगरी.ये़तैआय़ीहुगलीका१०।८कोस,फिर्यापछि.वाटमाभेटनँगरी.ये़तैआय़ीहुगलीका१०।८कोस,0.020833333954215,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,फिर्यापछि.वाटमाभेटनँगरी.ये़तैआय़ीहुगलीका१०।८कोस,फिर्यापछि.वाटमाभेटनँगरी.ये़तैआय़ीहुगलीका१०।८कोस
,data/oldNepali_fullset/oldNepali_100/images/14/eSc_line_7bf335d6.png,शीशालाइगर्मीगराउछन्.कपडाभन्यापश्मीनैलाउछन्,शीशालाइगर्मीगराउछन्.कपडाभन्यापश्मीनैलाउछन्,0.0,0.0,गराउछन्|कपडा|पश्मीनै|लाउछन्,गराउछन्|कपडा|पश्मीनै|लाउछन्,गराउनु|कपड़ा|पशमीन|लाउनु,गराउनु|कपड़ा|पशमीन|लाउनु,4,4,0.5714285714285714,0.5714285714285714,0.0,0,0,,,,,12-19|20-24|29-36|36-42,12-19|20-24|29-36|36-42,,,0.0,0.0,शीशालाइगर्मी--.--भन्या----,शीशालाइगर्मी--.--भन्या----
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000609/eSc_line_ce4453e3.png,तिगर्याँ.सर्अप्सर्माफमेहेरचाहिन्छशुभम्,तिगर्याँ.सर्अप्सर्मोक्कोमेहेरचाहिन्छशुभम्,0.2051282078027725,0.1315789520740509,मेहेर|शुभम्,मेहेर|शुभम्,मेहेर|शुभम्,मेहेर|शुभम्,2,2,0.2631578947368421,0.2439024390243902,0.0192554557124518,0,0,,,,,21-26|33-38,24-29|36-41,,,0.0,0.0,तिगर्याँ.सर्अप्सर्माफ--चाहिन्छ--,तिगर्याँ.सर्अप्सर्मोक्को--चाहिन्छ--
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_034/eSc_line_4901b95f.png,३४,३४,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,३४,३४
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_039/eSc_line_9da8b745.png,छोपीवस्यार.थुम्कोसिद्धभैगयोर.जंवूकदोभनिनाउभयो॥ ॥३९इन्कापुत्रपटुकराजा,छोपीवस्यार.थुम्कोसिद्धभैगयोर.जंकूकदोभनिनाउभयो॥ ॥३९इन्कापुत्रपदुकराजा,0.0289855077862739,0.0294117648154497,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,छोपीवस्यार.थुम्कोसिद्धभैगयोर.जंवूकदोभनिनाउभयो॥ ॥३९इन्कापुत्रपटुकराजा,छोपीवस्यार.थुम्कोसिद्धभैगयोर.जंकूकदोभनिनाउभयो॥ ॥३९इन्कापुत्रपदुकराजा
,data/oldNepali_fullset/oldNepali/images/12/eSc_line_80a69dad.png,आफ्नादर्वारमास्थापनागरी.अग्रमाचैत्यप्रतिष्ठागरी.अहोरात्रव्रतगरी.आफ्नुपरियारसवैउद्धारभैगया.तस् दिनदे,आफ्नादर्वारमास्थापनागरी.अग्रमाचैत्यष्ठागरी.अहोरात्रव्रतगरी.आफुपरियारसवैउद्धारभैगया.तस्दिनदे,0.0808080807328224,0.0808080807328224,दर्वार|उद्धार,दर्वार|उद्धार,दरबार|उद्धार,दरबार|उद्धार,2,2,0.1212121212121212,0.1318681318681318,-0.0106560106560106,0,0,,,,,5-11|78-84,5-11|71-77,स्थापना|प्रतिष्ठा|अहोरात्र|परियार,स्थापना|अहोरात्र|परियार,0.303030303030303,0.2307692307692307,आफ्ना--मा--गरी.अग्रमाचैत्य--गरी.--व्रतगरी.आफ्नु--सवै--भैगया.तस् दिनदे,आफ्ना--मा--गरी.अग्रमाचैत्यष्ठागरी.--व्रतगरी.आफु--सवै--भैगया.तस्दिनदे
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000115_result/eSc_line_32a99885.png,पायासुन्याकोषैषवरविंतिगरिपठायाकोचिठिलेमालुम्हुदोहो.ञाँहाँ,पायासुन्याकोषैषवरविंतिगरिपठायाकोचिठिलेमालुम्हुदोहो.ञाँहाँ,0.0,0.0,सुन्याको|षैषवर|पठायाको,सुन्याको|षैषवर|पठायाको,सुन्नु|खैखबर|पठाउनु,सुन्नु|खैखबर|पठाउनु,3,3,0.3508771929824561,0.3508771929824561,0.0,0,0,,,,,4-12|12-17|25-32,4-12|12-17|25-32,,,0.0,0.0,पाया----विंतिगरि--चिठिलेमालुम्हुदोहो.ञाँहाँ,पाया----विंतिगरि--चिठिलेमालुम्हुदोहो.ञाँहाँ
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000030_result/eSc_line_85ee1c09.png,जादर्सन्सिंकोमाम्मलापनिविग्रन्या.अरुअरुमिरउमराव़हरुलाइप,जादर्सन्सिंकीमाम्लापनिविग्रन्या.अरूअरुमिरउमराव़हरूलाइ५,0.0877192988991737,0.0909090936183929,विग्रन्या|उमरा,विग्रन्या|उमरा,बिग्रनु|उमराउ,बिग्रनु|उमराउ,2,2,0.2363636363636363,0.2407407407407407,-0.0043771043771043,0,0,,,,,23-32|42-46,22-31|41-45,,,0.0,0.0,जादर्सन्सिंकोमाम्मलापनि--.अरुअरुमिर--व़हरुलाइप,जादर्सन्सिंकीमाम्लापनि--.अरूअरुमिर--व़हरूलाइ५
,data/oldNepali_fullset/oldNepali/images/DNA_0014_0135/eSc_line_ec5ec167.png,ऊनुऔविराव़माफिककाषतमादंडसासनागर्नुजियनमासनु.भ,ऊनुऔविराव़माफिककायतमाडंडसासनागर्नुजियनमासनु.भ,0.0444444455206394,0.0444444455206394,माफिक|सासना,माफिक|सासना,माफिक|शासना,माफिक|शासना,2,2,0.2222222222222222,0.2222222222222222,0.0,0,0,,,,,10-15|24-29,10-15|24-29,,,0.0,0.0,ऊनुऔविराव़--काषतमादंड--गर्नुजियनमासनु.भ,ऊनुऔविराव़--कायतमाडंड--गर्नुजियनमासनु.भ
,data/oldNepali_fullset/oldNepali/images/DNA_14_00000283/eSc_line_e17855a3.png,श्रीदुर्ग्गा\,श्रीदुर्ग्गा\,0.0,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,श्रीदुर्ग्गा\,श्रीदुर्ग्गा\
,data/oldNepali_fullset/oldNepali/images/DNA_1_00000285/eSc_line_ed27ee23.png,इत्तिलोहकेअरज़रषताहूँ।औरअरज़रषताहूँ,इत्तिलाहकेअरज़रषताहूँ।औरअरज़रषताहूं,0.0571428574621677,0.0571428574621677,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,0.0,0.0,इत्तिलोहकेअरज़रषताहूँ।औरअरज़रषताहूँ,इत्तिलाहकेअरज़रषताहूँ।औरअरज़रषताहूं
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000551/eSc_line_b50cfd85.png,ताहाँपाव़कुसलआनन्दमंगलचरणारधीरहुनुभयाहाम्रोसववातकोप्रतिपालउद्धार,ताहाँयाव़कुसलआनच्दमंगलचरणरधीरहनुभयाहाम्रोसववातकोप्रतिपालउद्धार,0.0909090936183929,0.0625,कुसल|आनन्द|मंगल|प्रतिपाल|उद्धार,कुसल|मंगल|चरण|रहनु|प्रतिपाल|उद्धार,कुशल|आनन्द|मङ्गल|प्रतिपाल|उद्धार,कुशल|मङ्गल|चरण|रहनु|प्रतिपाल|उद्धार,5,6,0.421875,0.4677419354838709,-0.0458669354838709,1,2,आनन्द,चरण|रहनु,आनन्द,चरण|रहनु,9-13|13-18|18-22|50-58|58-64,9-13|18-22|22-25|28-32|48-56|56-62,,,0.0,0.0,ताहाँपाव़------चरणारधीरहुनुभयाहाम्रोसववातको----,ताहाँयाव़--आनच्द----रधी--भयाहाम्रोसववातको----
