page,image_path,ground_truth,prediction,cer,gt_words,pred_words,gt_lemmas,pred_lemmas,gt_word_count,pred_word_count,gt_coverage,pred_coverage,coverage_delta,lost_word_count,gained_word_count,lost_lemmas,gained_lemmas,lost_words,gained_words,dict_matches_gt,dict_matches_pred,dict_coverage_gt,dict_coverage_pred
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000365_result/eSc_line_9af11af8.png,कुर्णेस्.कुर्णेस्.कुर्णेस्,कुर्णेस्.कुर्णेस्.कुर्णेस्,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000095_result/eSc_line_97269a3e.png,गरिष्ठराजभारासामर्थश्री३लेफटैनभव़ा,गरिष्टराजभारासामर्थश्मी३लेफ्‌टैनभव़ा,0.1176470592617988,सामर्थ,सामर्थ,सामर्थ,सामर्थ,1,1,0.1764705882352941,0.1666666666666666,0.0098039215686274,0,0,,,,,गरिष्ठ|राजभारा,राजभारा,0.38235294117647056,0.19444444444444445
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000394_result/eSc_line_efd83da7.png,ल्‌छ.भन्न्याकुरासुनाया.भन्न्यासुनियो.दिनन्‌.ञाँहाँकाव,ल्‌छ.भन्न्याकुरासुनाय़ा.भन्न्यासुनिय़ो.दिनन्‌.ञाँहाँकाव,0.0377358496189117,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0160/eSc_line_734442c4.png,श्रीपशुपतीज्यू,श्रीपशुपतीज्यू,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_0014_0242/eSc_line_e563be9d.png,मद्वहादूर्साहदेवेषुसदासमरविजयिषु. पूर्वक,मद्धहादूर्साहदेवेषुसदासमरविजयिषु,0.2249999940395355,,,,,0,0,0.0,0.0,0.0,0,0,,,,,समर|पूर्वक,समर,0.225,0.09375
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000395_result/eSc_line_51d18f41.png,नाकारजीडन्‌ट.जर्नैलअष्‌तर्लोनीसाहव.मोकाम्‌.मेरट्‌मा,नाकारजीडन्‌ट.जर्नैलअष्‌तर्लोनीसाहव.मोकाम्‌.मेरट्‌मा,0.0,साहव,साहव,साहेब,साहेब,1,1,0.0784313725490196,0.0784313725490196,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000671/eSc_line_50dfb31e.png,उथापाज्यूःकाचरनतलश्रीसुव्वाजये़न्तषत्रिकस्यसलाम:सतम्‌पू,उप्यापाज्यू:काचरनतलश्रीसुघाजयन्तषत्रिकस्यसलाम्‌:सतस्‌पू,0.2181818187236786,सलाम,,सलाम,,1,0,0.0727272727272727,0.0,0.0727272727272727,1,0,सलाम,,सलाम,,चरन,चरन|जयन्त,0.05454545454545454,0.14545454545454545
,data/oldNepali_fullset/oldNepali/images/14/eSc_line_3edad467.png,लोकेश्वरले.विचारगरी.अढाईपठायेर.षुसिभै.आफैआफ.प्रत्यक्षभैदर्शनदी.उद्धारगरी.तहीविराजमानभै,लोकेश्वरले.विचारगरी.अढाईपठायेरषुसिभै.आफैआफ.प्रत्यक्षभैदर्शनदी.उक्दारगरी.तहीविराजमानभ,0.0465116277337074,विचार|दर्शन|उद्धार,विचार|दर्शन,बिचार|दर्शन|उद्धार,बिचार|दर्शन,3,2,0.1860465116279069,0.119047619047619,0.0669988925802879,1,0,उद्धार,,उद्धार,,लोकेश्वर|अढाई|प्रत्यक्ष|विराजमान,लोकेश्वर|अढाई|प्रत्यक्ष|विराजमान,0.3372093023255814,0.34523809523809523
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_010/eSc_line_b66a90a7.png,रीलाईदर्वारभित्रराषदाभया.ताहापछि २/४ दिनभयापछि १ रात.त्योराक्षीले.राजकुलमारहन्या.सवैलाईदेहदी,रीलाईदर्वारभित्रराषदाभया.ताहापछि२।४दिनभयापछि१रात.त्योराक्षीले.राजकुलमारहन्या.सवैलाईदेहदी,0.0543478243052959,दर्वार|रहन्या,दर्वार|रहन्या,दरबार|रहनु,दरबार|रहनु,2,2,0.1304347826086956,0.1363636363636363,-0.0059288537549407,0,0,,,,,राजकुल,राजकुल,0.06521739130434782,0.06818181818181818
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000201/eSc_line_55b1adc4.png,काचरणकामेहेर्लेहुन्याछआ,काचरणकामेहेर्लेहुन्याछआ,0.0,चरण,चरण,चरण,चरण,1,1,0.1304347826086956,0.1304347826086956,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_0001_0367/eSc_line_5c9f9ac1.png,अमीन्‌लाइअभिन्तरवुझ्नभनिलाञाथ्याँउन्‌लेकुराकाप्रसंगमासोधपुछ,अमीन्‌लाइ अभिन्तरवुझ्नभनिलाञाथ्याँ उन्‌लेकुराकाप्रसंगमासोधपुछ,0.0338983051478862,,,,,0,0,0.0,0.0,0.0,0,0,,,,,सोधपुछ,सोधपुछ,0.1016949152542373,0.09836065573770492
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000394_result/eSc_line_a032d4ab.png,ल्लत्‌र.राजगीकोषेताव.येतावाटगै.वनारस्मा.अगस्त्यस्‌,ल्लत्‌र.राजगीकोषेताव.ये़तावाटगै.वनारस्मा.अगस्त्यस्‌,0.0199999995529651,,,,,0,0,0.0,0.0,0.0,0,0,,,,,राजगी|अगस्त्य,राजगी|अगस्त्य,0.24,0.23529411764705882
,data/oldNepali_fullset/oldNepali/images/DNA_0003_0551/eSc_line_672f12f9.png,रोज४समत१९०४ शुभः,रोज४समत१९०४शुभः,0.0625,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000054/eSc_line_726a8023.png,लेषि.अर्काहुलाक्‌माचह्राईपठाउन्याकाम्‌गरुला.औ.सुवेदारजसिवंतकँव,लेषि.अर्काहुलाक्‌माचर्‍हाईपठाउन्याकाम्‌गरुला.औ.सुवेदारजसिवंतकँव,0.0483870953321456,चह्राई|पठाउन्या|गरुला|सुवेदार|जसिवंत,पठाउन्या|गरुला|सुवेदार|जसिवंत,चड़ाइ|पठाउनु|गर्नु|सुबेदार|जसिवंत,पठाउनु|गर्नु|सुबेदार|जसिवंत,5,4,0.5161290322580645,0.4126984126984127,0.1034306195596518,1,0,चड़ाइ,,चह्राई,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 3_00000540/eSc_line_80ab9168.png,रमाक्याकुराविंतिगरीपठायाभन्या.जरूरीमुद्दाको.अंगरेजी,इमाक्याकराविंतिगरीपठायाभन्या.जरूरीमुद्दाको.श्रंगरेजी,0.0980392172932624,पठाया|जरूरी|अंगरेजी,पठाया|जरूरी,पठाउनु|जरुरि|अङ्ग्रेजि,पठाउनु|जरुरि,3,2,0.3333333333333333,0.1923076923076923,0.141025641025641,1,0,अङ्ग्रेजि,,अंगरेजी,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_021/eSc_line_8d9f821f.png,तपगरिरह्याकोथिया.तेस्तावेलामा.तिदानासुरदैत्यलेपानिथुनिदियोर.फेरतलाउभैग,तपगरिरह्याकोथिया.तेस्तावेलामा.तिदानासुरदैत्यलेपानिथुनिदियोर.फेरतलाउभैग,0.0,पगरि|रह्याको,पगरि|रह्याको,पगरि|रहनु,पगरि|रहनु,2,2,0.1571428571428571,0.1571428571428571,0.0,0,0,,,,,नासुर|तलाउ,नासुर|तलाउ,0.12857142857142856,0.12857142857142856
,data/oldNepali_fullset/oldNepali/images/DNA_0013_0472/eSc_line_bd39e1c3.png,रनुहव़स्.हामिलाईआसिरवादवक्सदैरहनुहव़स्.योविर्तावक्सदासंकल्पवाक्यपह्र्न्यायदुनाथपुरोहित.पा,रनुहवस्‌.हामिलाई.आसिरवादवक्सदैरहनुहवस्‌योविर्तावक्सदासंकल्पवाक्यपूर्यदुनाथपुरोहिकपा,0.1460674107074737,वक्सदै|रहनु|संकल्प|पुरोहित,वक्सदै|रहनु|संकल्प,बक्सनु|रहनु|सङ्कल्प|पुरोहित,बक्सनु|रहनु|सङ्कल्प,4,3,0.2584269662921348,0.1927710843373494,0.0656558819547854,1,0,पुरोहित,,पुरोहित,,आसिर,आसिर,0.0449438202247191,0.04819277108433735
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000264_result/eSc_line_8cf2b037.png,हजुरमोतारिफहोताहैउपाध्याजिनेभिउसिमोताविक्‌चरणका,हजुरमोतारिफहोताहैउपाध्याजिनेभिउसिमोताविक्‌चरणका,0.0,हजुर|तारिफ|उपाध्या|चरण,हजुर|तारिफ|उपाध्या|चरण,हजुर|ताड़िफ|उपाध्या|चरण,हजुर|ताड़िफ|उपाध्या|चरण,4,4,0.4042553191489361,0.4042553191489361,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/12/eSc_line_ecd1f49c.png,लाकाहातवाटवंगालाजीत्यापात्रोवनाउन्याहिक्‌मत्‌इनै,लाकाहातवाटवंगालाजील्यापात्रोवनाउन्याहिक्‌मत्‌इनै,0.020833333954215,वंगाला|वनाउन्या,वंगाला|वनाउन्या,बङ्गाल|बनाउनु,बङ्गाल|बनाउनु,2,2,0.2916666666666667,0.2916666666666667,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/2/eSc_line_debf7e6b.png,पहिलाव़लीयम्‌काछोरीकाछोरा.इष्ट्युन्‌ले.जवर्दस्तिसँग,पहिलाव़लीयम्‌काछोरीकाछोरा.इष्युन्‌ले.जवर्दस्तिसँग,0.039215687662363,पहिला,पहिला,पैलो,पैलो,1,1,0.0980392156862745,0.1020408163265306,-0.0040016006402561,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_005/eSc_line_4b28cc96.png,वाकिछदाभनि.भंछन्॥ ॥परंतु.इनिविष्णुर.व्रह्मा.दुव़ैले.शिवजीका.ज्योतीको.अंतपायेनर.इनिदुव़ै,वाकिछदाभनि.मंछन्॥ ॥परंतु.इनिविष्णुर.व्रह्मा.दुवैले.शिवजीका.ज्योतीको.अंतपायेनर.इनिदुव़ै,0.0229885056614875,,,,,0,0,0.0,0.0,0.0,0,0,,,,,शिवजी,शिवजी,0.05747126436781609,0.05813953488372093
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000054/eSc_line_f1ce245b.png,ष्‌न्यामानिस्‌हरूर.सुन्दरीप्रसादैजस्तोरहेछभन्छन्.मेराचित्तमापनि.सुन्दरिप्रसा,ष्‌न्यामानिस्‌हरूर.सुन्दरीप्रसादैजस्तोरहेछभन्छन्.मेराचित्तमापनि.सुन्दरिप्रसा,0.0,सुन्दरीप्रसादै|रहेछ|भन्छन्,सुन्दरीप्रसादै|रहेछ|भन्छन्,सुन्दरीप्रसाद|रहनु|भन्नु,सुन्दरीप्रसाद|रहनु|भन्नु,3,3,0.3157894736842105,0.3157894736842105,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000395_result/eSc_line_b149c16f.png,फिर्‍यापछि.वाटमाभेटनँगरी.ये़तैआय़ीहुगलीका१०।८कोस,फिर्यापछि.वाटमाभेटनँगरी.ये़तैआय़ीहुगलीका१०।८कोस,0.020833333954215,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/14/eSc_line_7bf335d6.png,शीशालाइगर्मीगराउछन्.कपडाभन्यापश्मीनैलाउछन्,शीशालाइगर्मीगराउछन्.कपडाभन्यापश्मीनैलाउछन्,0.0,गराउछन्|कपडा|पश्मीनै|लाउछन्,गराउछन्|कपडा|पश्मीनै|लाउछन्,गराउनु|कपड़ा|पशमीन|लाउनु,गराउनु|कपड़ा|पशमीन|लाउनु,4,4,0.5714285714285714,0.5714285714285714,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000609/eSc_line_ce4453e3.png,तिगर्‍याँ.सर्अप्सर्माफमेहेरचाहिन्छशुभम्,तिगर्याँ.सर्अप्सर्मोक्‌कोमेहेरचाहिन्छशुभम्‌,0.2051282078027725,मेहेर|शुभम्,मेहेर,मेहेर|शुभम्,मेहेर,2,1,0.2564102564102564,0.1162790697674418,0.1401311866428145,1,0,शुभम्,,शुभम्,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_034/eSc_line_4901b95f.png,३४,३४,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_039/eSc_line_9da8b745.png,छोपीवस्यार.थुम्‌कोसिद्धभैगयोर.जंवूकदोभनिनाउभयो॥ ॥३९इन्कापुत्रपटुकराजा,छोपीवस्यार.थुम्‌कोसिद्धभैगयोर.जंकूकदोभनिनाउभयो॥ ॥३९इन्कापुत्रपदुकराजा,0.0289855077862739,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/12/eSc_line_80a69dad.png,आफ्नादर्वारमास्थापनागरी.अग्रमाचैत्यप्रतिष्ठागरी.अहोरात्रव्रतगरी.आफ्नुपरियारसवैउद्धारभैगया.तस् दिनदे,आफ्नादर्वारमास्थापनागरी.अग्रमाचैत्यष्ठागरी.अहोरात्रव्रतगरी.आफुपरियारसवैउद्धारभैगया.तस्‌दिनदे,0.0808080807328224,दर्वार|उद्धार,दर्वार|उद्धार,दरबार|उद्धार,दरबार|उद्धार,2,2,0.1212121212121212,0.1304347826086956,-0.0092226613965744,0,0,,,,,स्थापना|प्रतिष्ठा|अहोरात्र|परियार,स्थापना|अहोरात्र|परियार,0.30303030303030304,0.22826086956521738
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000115_result/eSc_line_32a99885.png,पायासुन्याकोषैषवरविंतिगरिपठायाकोचिठिलेमालुम्‌‌हुदोहो.ञाँहाँ,पायासुन्याकोषैषवरविंतिगरिपठायाकोचिठिलेमालुम्‌‌हुदोहो.ञाँहाँ,0.0,सुन्याको|षैषवर|पठायाको,सुन्याको|षैषवर|पठायाको,सुन्नु|खैखबर|पठाउनु,सुन्नु|खैखबर|पठाउनु,3,3,0.3389830508474576,0.3389830508474576,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000030_result/eSc_line_85ee1c09.png,जादर्सन्‌सिंकोमाम्‌मलापनिविग्रन्या.अरुअरुमिरउमराव़हरुलाइप,जादर्सन्‌सिंकीमाम्‌लापनिविग्रन्या.अरूअरुमिरउमराव़हरूलाइ५,0.0877192988991737,विग्रन्या|उमरा,विग्रन्या|उमरा,बिग्रनु|उमराउ,बिग्रनु|उमराउ,2,2,0.2280701754385964,0.2321428571428571,-0.0040726817042606,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_0014_0135/eSc_line_ec5ec167.png,ऊनुऔविराव़माफिककाषतमादंडसासनागर्नुजियनमासनु.भ,ऊनुऔविराव़माफिककायतमाडंडसासनागर्नुजियनमासनु.भ,0.0444444455206394,माफिक|सासना,माफिक|सासना,माफिक|शासना,माफिक|शासना,2,2,0.2222222222222222,0.2222222222222222,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_14_00000283/eSc_line_e17855a3.png,श्रीदुर्ग्गा\,श्रीदुर्ग्गा\,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_1_00000285/eSc_line_ed27ee23.png,इत्तिलोहकेअरज़रषताहूँ।औरअरज़रषताहूँ,इत्तिलाहकेअरज़रषताहूँ।औरअरज़रषताहूं,0.0571428574621677,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000551/eSc_line_b50cfd85.png,ताहाँपाव़कुसल‌आनन्दमंगलचरणारधीरहुनुभयाहाम्रोसववातकोप्रतिपाल‌उद्धार,ताहाँयाव़कुसलआनच्दमंगलचरणरधीरहनुभयाहाम्रोसववातकोप्रतिपालउद्धार,0.0909090936183929,आनन्द|मंगल|उद्धार,कुसल|मंगल|चरण|रहनु|प्रतिपाल|उद्धार,आनन्द|मङ्गल|उद्धार,कुशल|मङ्गल|चरण|रहनु|प्रतिपाल|उद्धार,3,6,0.2272727272727272,0.4677419354838709,-0.2404692082111436,1,4,आनन्द,कुशल|चरण|प्रतिपाल|रहनु,आनन्द,कुसल|चरण|प्रतिपाल|रहनु,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/E3345_00000300/eSc_line_e59912d1.png,हरूलेपनिपाउन्याहौंभनितिमिहरूलेहाम्राहजुरमाविन्तिपार्दाजाहेरभयो.अवप्रान्ततिमि,हरूलेपनिपाउन्याहौँभवितिमिहरूलेहाम्राहजुरमाविन्तिपार्दाजाहेरभयो.अवप्रान्ततिमि,0.0263157896697521,पाउन्या|तिमिहरू|हजुर|जाहेर|अवप्रान्त,पाउन्या|तिमिहरू|हजुर|जाहेर|अवप्रान्त,पाउनु|तिमी|हजुर|जाहेर|अबप्रान्त,पाउनु|तिमी|हजुर|जाहेर|अबप्रान्त,5,5,0.4210526315789473,0.4210526315789473,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_031/eSc_line_ee3eabb9.png,गणेश.मणिमहाकाल.मनोहरा.एतिप्रत्यक्ष.प्रसिद्धनामभैगयाकाहुन्.यस्तोउत्तमजग्गामा.वश्न,गणेश.मणिमहाकाल.मनोहरा.एतिप्रत्यक्ष.प्रसिद्धनामभैगयाकाहुन.यस्तोउत्तमजग्गामा.वस्,0.0375000014901161,प्रसिद्ध|गयाका,प्रसिद्ध|गयाका,प्रसिद्ध|जानु,प्रसिद्ध|जानु,2,2,0.1625,0.1666666666666666,-0.0041666666666666,0,0,,,,,गणेश|महाकाल|मनोहरा|प्रत्यक्ष|उत्तम,गणेश|महाकाल|मनोहरा|प्रत्यक्ष|उत्तम,0.375,0.38461538461538464
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000110_result/eSc_line_2276d718.png,विस्तारउनैकाअर्जिवाटजाहेरहोला.मलाईलेष्याकाचिठिकोनकलपनिचर्‍हाइपठायाको,विस्तारउनैकाअर्जिवाटजाहेरहोला.मलाईलेष्याकाचिठिकोनकलपनिचर्‍हाइपठायाको,0.0,विस्तार|जाहेर|लेष्याका|नकल|पठायाको,विस्तार|जाहेर|लेष्याका|नकल|पठायाको,बिस्तार|जाहेर|लेख्नु|नकल|पठाउनु,बिस्तार|जाहेर|लेख्नु|नकल|पठाउनु,5,5,0.4411764705882353,0.4411764705882353,0.0,0,0,,,,,मलाई,मलाई,0.058823529411764705,0.058823529411764705
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000095_result/eSc_line_2f2f73d9.png,रिफ्‌गर्छन्‌नैपाल्‌जान्छौंभन्यारहामिले,र्‌क्‌गर्छनैपाल्‌जान्छौंभन्यारहाकिले,0.1842105239629745,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_009/eSc_line_fa0e686a.png,डोधर्म्मात्माथियो १ दिन् ५ सयवनीयासाथली.उत्तरापंथमासिंहलद्वीपमावेपारगर्नगयोर.वाटमा १ सुन् का,डोधर्म्मात्माथियो १ दिन् ५ सयवनीयासाथली.उत्तरापंथमासिहलद्वीपमावेपारगर्नगयोर.वाटमा १ सुन् का,0.0108695654198527,उत्तरा|वेपार,उत्तरा|वेपार,उत्तरा|व्यापार,उत्तरा|व्यापार,2,2,0.1195652173913043,0.1208791208791208,-0.0013139034878165,0,0,,,,,सिंहल,,0.05434782608695652,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 1_00000671/eSc_line_0e0dbcfc.png,पुरानाप्रजाप्रानीकोय़ोजहजातहुदा:जाउरवीन्तीगरीसरनपरी:,पुरानाय्रजाप्रानीकोय़ोजदजातहुदा:जाउरवीन्तीगरीसरनपरी:,0.0384615398943424,,,,,0,0,0.0,0.0,0.0,0,0,,,,,पुराना|सरन,पुराना|सरन,0.17307692307692307,0.17307692307692307
,data/oldNepali_fullset/oldNepali_100/images/3/eSc_line_7dfdb842.png,लाइछोड्छुभन्दा.इन्‌लेयोषवर.आँफ्नाशहर्मापठाया,लाइछोडछुभन्दा.इन्‌लेयोषवर.आफ्नाशहर्मागठाया,0.0681818202137947,षवर|पठाया,षवर,खबर|पठाउनु,खबर,2,1,0.1818181818181818,0.0714285714285714,0.1103896103896104,1,0,पठाउनु,,पठाया,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 3_00000158/eSc_line_b3827997.png,जाहै।सोसर्कारमेपहोँचताहै।सं१८९३द्वि.आषाढवदी१०,जाहैसोसर्कारमेपहोँचतांहै।सं१८९३दि०आषाढव्‌दी२,0.2000000029802322,सर्कार|आषाढ,सर्कार|आषाढ,सर्कार|आषाढ़,सर्कार|आषाढ़,2,2,0.2222222222222222,0.2272727272727272,-0.005050505050505,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_0003_0551/eSc_line_71a89885.png,हरतशरीफनलेजायँगेऔरइनदिनौँमैख़र्चवगैरनिहायतदि,हरतशरीफनलेजायंगेऔरइनदिनौंमैखर्चवगेरनिहायतदि,0.0909090936183929,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000551/eSc_line_bd95867d.png,दुषहुनजाँछतस्‌अर्थचारवर्णछत्तिसैजात्‌माडाँकारचोरिकाकुरामासावीत्,दुषहुनजाँछतस्‌अर्थचारवर्णछत्तिसैजात्‌माडाँकारचोरिकाकुरामासावीत्,0.0,छत्तिसै,छत्तिसै,छत्तिस,छत्तिस,1,1,0.1111111111111111,0.1111111111111111,0.0,0,0,,,,,चारवर्ण,चारवर्ण,0.1111111111111111,0.1111111111111111
,data/oldNepali_fullset/oldNepali_100/images/DNA 2_00000051_result/eSc_line_e1c9b113.png,लाकिल्लाभित्रपसिफयेरवोलेछभरतपुरलेपनिफयेरवोलि,लाकिल्लाभित्रपसिफयेरवोलेछभरतपुरलेपनिफयेरवोलि,0.0,फयेर|वोलेछ|भरतपुर|फयेर,फयेर|वोलेछ|भरतपुर|फयेर,फएर|बोल्नु|भरतपुर|फएर,फएर|बोल्नु|भरतपुर|फएर,4,4,0.4318181818181818,0.4318181818181818,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000506/eSc_line_bfac0b4b.png,तीवाँदछुटी.पानीसवमोगलानातर्फगयोधेरैषर्चलगाईपक्कावादगराउनलाई.दुनीञाँहरुको,तीवाँदुटी.पानीसवमोगलानातर्फगयोधेरैषर्चलगाईपक्कावादगराउनलाई.दुनीञाँहरूको,0.0277777779847383,लगाई,लगाई,लगाउनु,लगाउनु,1,1,0.0555555555555555,0.056338028169014,-0.0007824726134585,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_1_00000285/eSc_line_98a1ddda.png,आयाथा।सोहज़ूरकेचरणोमेअरज़कियाग,आयाथा।सोहजूरकेचरणोमेअरज़कियाग,0.0333333350718021,,हजूर,,हजुर,0,1,0.0,0.1379310344827586,-0.1379310344827586,0,1,,हजुर,,हजूर,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_0003_0551/eSc_line_d19e2751.png,छावनीमेँनजानेपावेँअगरजातेदेखोफौरनउनकोगिरफ्तारकरोज,मेँनजानेपावेँअगरजातेदेखोफौरन‌उनकोगिरस्तारकरोज,0.1428571492433548,,,,,0,0,0.0,0.0,0.0,0,0,,,,,छावनी|नजाने|अगर|गिरफ्तार,नजाने|अगर,0.42857142857142855,0.17777777777777778
,data/oldNepali_fullset/oldNepali_100/images/DNA 4_00000048/eSc_line_1ccf156e.png,नं,३,1.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/16/eSc_line_51315b16.png,समर्थभै.मालाछाडीगयोर.एकाठाउमाएकजनापुरूषले.सुईकारासराषी.१/१सुईली.सुईले.केरीरूषढालनु,समर्थभै.मालाछाडीगयोर.एकाठाउमाएकजनापुरूषले.सुईकारासराषी११सुईली.सुईले.केरीरुषढालनु,0.0365853644907474,,,,,0,0,0.0,0.0,0.0,0,0,,,,,समर्थ,समर्थ,0.06097560975609756,0.0625
,data/oldNepali_fullset/oldNepali/images/CA__The Cambridge Manuscript_Page_010/eSc_line_6f8149fa.png,ताहापछि.प्रजादुनियाहरूसवैमिलि.त्योसिंहलसार्थवाहलाईराजाथाप्या.तस्पछि.केहीकालसम्मरजाईगरीस,ताहापछि.प्रजादुनियाहरूसवैमिलि.त्योसिंहलसार्थवाहलाईराजाथाप्या.तस् पछि.केहीकालसम्मरजाईगरीस,0.0114942528307437,,,,,0,0,0.0,0.0,0.0,0,0,,,,,दुनिया|सिंहल|सार्थवाह|रजाई,दुनिया|सिंहल|सार्थवाह|रजाई,0.26436781609195403,0.26136363636363635
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_025/eSc_line_c7c9393f.png,२५,२५,0.0,,,,,0,0,0.0,0.0,0.0,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_1_00000404/eSc_line_6aaf0361.png,मचित्‌पुरशुभम्,मनिन्‌पुर्‌शुभम्,0.2857142984867096,शुभम्,शुभम्,शुभम्,शुभम्,1,1,0.3571428571428571,0.3125,0.0446428571428571,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali_100/images/CA__The Cambridge Manuscript_Page_024/eSc_line_5edd8b1a.png,शत्३२लक्षणयुक्तनरवलिंधारोपरिदद्यात्‌धारावन्धनप्रकाशोजायते॥राजाइतिवाक्यश्रुतं॥,शत्३२लक्षणयुक्तनरवलिधारोपरिदयात्‌धारावन्धनप्रकाशोजायते॥राजाइतिवाक्यश्रतं॥,0.0519480518996715,लक्षण,लक्षण,लक्षण,लक्षण,1,1,0.0649350649350649,0.0684931506849315,-0.0035580857498665,0,0,,,,,,,0.0,0.0
,data/oldNepali_fullset/oldNepali/images/DNA_2_00000327_result/eSc_line_739e5894.png,उपाध्यायस्यशुभाशीर्वादपूर्वकंपत्रंकृपालेञाहाआनन्दछताँहाँकोआनन्दमंगलसर्वदाचाहियेआ,उपाध्यापस्यशुभाएर्वादपूर्वकंपत्रकृपालेञाहाआनन्दछुताँहाँकोआनन्दमंगलसर्वदाचाहिपोआ,0.0874999985098838,उपाध्या|आनन्द|आनन्द|मंगल|सर्वदा,उपाध्या|आनन्द|आनन्द|मंगल|सर्वदा,उपाध्या|आनन्द|आनन्द|मङ्गल|सर्वदा,उपाध्या|आनन्द|आनन्द|मङ्गल|सर्वदा,5,5,0.3375,0.3417721518987341,-0.0042721518987341,0,0,,,,,शुभाशीर्वाद,,0.1375,0.0
